               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                  56,            0.029793,           0.0075093,           0.0055744,             0.93506,             0.94506,              0.9677,             0.65684,            0.028874,           0.0085665,           0.0071736,           0.0072775,           0.0072775,           0.0072775
                  57,            0.029666,           0.0075535,           0.0055336,             0.93414,             0.94071,             0.96745,             0.65848,             0.02879,           0.0085687,            0.007248,            0.007228,            0.007228,            0.007228
                  58,            0.029746,           0.0074323,           0.0054791,             0.93869,             0.93815,             0.96791,             0.65924,            0.028788,           0.0085519,           0.0071394,           0.0071785,           0.0071785,           0.0071785
                  59,            0.029537,           0.0074551,           0.0054263,              0.9302,             0.94883,             0.96802,             0.65819,             0.02878,           0.0085466,           0.0070661,            0.007129,            0.007129,            0.007129
                  60,            0.029472,           0.0074802,           0.0055897,             0.93891,             0.93554,             0.96875,             0.65873,            0.028737,           0.0085352,           0.0071912,           0.0070795,           0.0070795,           0.0070795
                  61,            0.029501,           0.0074049,           0.0053447,             0.94143,             0.94248,             0.96934,              0.6603,            0.028662,           0.0085323,           0.0071823,             0.00703,             0.00703,             0.00703
                  62,            0.029479,           0.0074523,            0.005463,             0.94175,             0.94352,             0.96797,             0.65915,            0.028617,           0.0085244,           0.0072069,           0.0069805,           0.0069805,           0.0069805
                  63,            0.029375,           0.0073449,           0.0053191,             0.94493,             0.92833,             0.96725,             0.65973,             0.02856,           0.0085155,           0.0073575,            0.006931,            0.006931,            0.006931
                  64,            0.029497,           0.0073565,           0.0054908,             0.94265,             0.92651,             0.96652,             0.65953,            0.028551,           0.0084981,           0.0074287,           0.0068815,           0.0068815,           0.0068815
                  65,            0.029251,           0.0074508,           0.0051505,              0.9445,             0.92749,              0.9666,             0.65846,            0.028512,           0.0084838,           0.0074511,            0.006832,            0.006832,            0.006832
                  66,            0.029256,           0.0072818,           0.0052754,             0.95206,             0.92085,             0.96685,                0.66,            0.028517,           0.0084873,           0.0073508,           0.0067825,           0.0067825,           0.0067825
